text,clean_text,created_at,date,hour,month,day_of_week,user_location,country,hashtags,sentiment,compound_score,retweet_count,like_count
Russia has legitimate security concerns. NATO expansion threatens peace. #Russia #Russia,russia has legitimate security concerns nato expansion threatens peace #russia #russia,2023-08-03 04:18:36.558279,2023-08-03,4,2023-08,Thursday,Italy,Other,"#russia, #russia",Positive,0.5106,1,203
Russia has legitimate security concerns. NATO expansion threatens peace. #Russia #Sanctions #Putin,russia has legitimate security concerns nato expansion threatens peace #russia #sanctions #putin,2023-08-03 08:41:32.446223,2023-08-03,8,2023-08,Thursday,Netherlands,Other,"#russia, #sanctions, #putin",Positive,0.5106,113,351
Supporting Ukraine but not blindly. Need peace negotiations now. #Russia #Putin,supporting ukraine but not blindly need peace negotiations now #russia #putin,2023-08-03 13:04:28.334167,2023-08-03,13,2023-08,Thursday,Netherlands,Other,"#russia, #putin",Negative,-0.4263,69,325
The destruction in Kyiv is heartbreaking. We stand with Ukraine #StopRussia #StandWithUkraine,the destruction in kyiv is heartbreaking we stand with ukraine #stoprussia #standwithukraine,2023-08-03 17:27:24.222111,2023-08-03,17,2023-08,Thursday,France,France,"#stoprussia, #standwithukraine",Negative,-0.7717,45,80
Russian propaganda is everywhere online. Stay critical. #InfoWar #Ukraine #SlavaUkraini,russian propaganda is everywhere online stay critical #infowar #ukraine #slavaukraini,2023-08-03 21:50:20.110055,2023-08-03,21,2023-08,Thursday,Israel,Israel,"#infowar, #ukraine, #slavaukraini",Negative,-0.5106,137,107
Zelensky's speech was powerful and moving. Ukraine will not fall. #Ukraine #Ukraine,zelenskys speech was powerful and moving ukraine will not fall #ukraine #ukraine,2023-08-04 02:13:15.997999,2023-08-04,2,2023-08,Friday,,Other,"#ukraine, #ukraine",Positive,0.4215,185,114
Economic impact of the war being felt worldwide. #War #UN,economic impact of the war being felt worldwide #war #un,2023-08-04 06:36:11.885942,2023-08-04,6,2023-08,Friday,Canada,Other,"#war, #un",Negative,-0.8316,5,306
Ukrainian army showing incredible resistance! Proud of their bravery. #SlavaUkraini #UkraineWar #StopRussia,ukrainian army showing incredible resistance proud of their bravery #slavaukraini #ukrainewar #stoprussia,2023-08-04 10:59:07.773886,2023-08-04,10,2023-08,Friday,Poland,Poland,"#slavaukraini, #ukrainewar, #stoprussia",Positive,0.7827,70,505
Hamas must release all hostages immediately. #IsraelHamasWar #Israel,hamas must release all hostages immediately #israelhamaswar #israel,2023-08-04 15:22:03.661830,2023-08-04,15,2023-08,Friday,Canada,Other,"#israelhamaswar, #israel",Neutral,0.0,10,206
Peace talks collapsed again. Ceasefire seems distant. #HumanitarianCrisis,peace talks collapsed again ceasefire seems distant #humanitariancrisis,2023-08-04 19:44:59.549774,2023-08-04,19,2023-08,Friday,Israel,Israel,#humanitariancrisis,Positive,0.34,60,72
Civilian casualties in Mariupol rising. This is a humanitarian crisis. #Ukraine #NATO,civilian casualties in mariupol rising this is a humanitarian crisis #ukraine #nato,2023-08-05 00:07:55.437718,2023-08-05,0,2023-08,Saturday,Canada,Other,"#ukraine, #nato",Negative,-0.6249,82,121
The destruction in Kyiv is heartbreaking. We stand with Ukraine #StopRussia #StopRussia,the destruction in kyiv is heartbreaking we stand with ukraine #stoprussia #stoprussia,2023-08-05 04:30:51.325662,2023-08-05,4,2023-08,Saturday,Italy,Other,"#stoprussia, #stoprussia",Negative,-0.7717,191,106
Supporting Ukraine but not blindly. Need peace negotiations now. #Russia #PeaceNotWar,supporting ukraine but not blindly need peace negotiations now #russia #peacenotwar,2023-08-05 08:53:47.213606,2023-08-05,8,2023-08,Saturday,,Other,"#russia, #peacenotwar",Negative,-0.4263,52,44
Zelensky's speech was powerful and moving. Ukraine will not fall. #Ukraine #Zelensky,zelenskys speech was powerful and moving ukraine will not fall #ukraine #zelensky,2023-08-05 13:16:43.101550,2023-08-05,13,2023-08,Saturday,,Other,"#ukraine, #zelensky",Positive,0.4215,18,37
Propaganda from both sides. Hard to know the truth about #UkraineWar #Sanctions #RussiaUkraine,propaganda from both sides hard to know the truth about #ukrainewar #sanctions #russiaukraine,2023-08-05 17:39:38.989494,2023-08-05,17,2023-08,Saturday,Italy,Other,"#ukrainewar, #sanctions, #russiaukraine",Neutral,-0.0258,15,86
Prayers for the people of Ukraine. This war must end. #StandWithUkraine #Ukraine #UkraineWar #Zelensky,prayers for the people of ukraine this war must end #standwithukraine #ukraine #ukrainewar #zelensky,2023-08-05 22:02:34.877438,2023-08-05,22,2023-08,Saturday,Netherlands,Other,"#standwithukraine, #ukraine, #ukrainewar, #zelensky",Negative,-0.6833,14,132
Ceasefire needed NOW in Gaza. Children are dying. #CeasefireNow #IsraelHamasWar #CeasefireNow,ceasefire needed now in gaza children are dying #ceasefirenow #israelhamaswar #ceasefirenow,2023-08-06 02:25:30.765382,2023-08-06,2,2023-08,Sunday,India,India,"#ceasefirenow, #israelhamaswar, #ceasefirenow",Neutral,0.0,3,206
Supporting Ukraine but not blindly. Need peace negotiations now. #Russia #PeaceNotWar #RussiaUkraine,supporting ukraine but not blindly need peace negotiations now #russia #peacenotwar #russiaukraine,2023-08-06 06:48:26.653326,2023-08-06,6,2023-08,Sunday,Palestine,Palestine,"#russia, #peacenotwar, #russiaukraine",Negative,-0.4263,29,15
Moscow protests against the war — brave Russians standing up. #AntiWar #Russia #PeaceNotWar,moscow protests against the war brave russians standing up #antiwar #russia #peacenotwar,2023-08-06 11:11:22.541270,2023-08-06,11,2023-08,Sunday,Poland,Poland,"#antiwar, #russia, #peacenotwar",Negative,-0.34,1,76
Aid organizations providing relief in conflict zones. #Peace #HumanitarianCrisis,aid organizations providing relief in conflict zones #peace #humanitariancrisis,2023-08-06 15:34:18.429214,2023-08-06,15,2023-08,Sunday,France,France,"#peace, #humanitariancrisis",Positive,0.6486,32,23
Sanctions on Russia will hurt ordinary people most. Not fair. #PeaceNotWar #Putin,sanctions on russia will hurt ordinary people most not fair #peacenotwar #putin,2023-08-06 19:57:14.317158,2023-08-06,19,2023-08,Sunday,Germany,Germany,"#peacenotwar, #putin",Negative,-0.6849,115,215
Propaganda from both sides. Hard to know the truth about #UkraineWar #PeaceNotWar #Russia,propaganda from both sides hard to know the truth about #ukrainewar #peacenotwar #russia,2023-08-07 00:20:10.205102,2023-08-07,0,2023-08,Monday,,Other,"#ukrainewar, #peacenotwar, #russia",Neutral,-0.0258,27,50
Russian military performance worse than expected. #Ukraine #Russia #PeaceNotWar,russian military performance worse than expected #ukraine #russia #peacenotwar,2023-08-07 04:43:06.093046,2023-08-07,4,2023-08,Monday,Palestine,Palestine,"#ukraine, #russia, #peacenotwar",Negative,-0.4767,32,66
Israel has the right to defend itself against Hamas attacks. #Israel #Israel,israel has the right to defend itself against hamas attacks #israel #israel,2023-08-07 09:06:01.980990,2023-08-07,9,2023-08,Monday,Australia,Australia,"#israel, #israel",Negative,-0.4404,14,266
Ukrainian army showing incredible resistance! Proud of their bravery. #SlavaUkraini #SlavaUkraini,ukrainian army showing incredible resistance proud of their bravery #slavaukraini #slavaukraini,2023-08-07 13:28:57.868934,2023-08-07,13,2023-08,Monday,,Other,"#slavaukraini, #slavaukraini",Positive,0.7827,36,136
NATO should do more to support Ukraine. Stop the war now! #NATO #Ukraine #StandWithUkraine,nato should do more to support ukraine stop the war now #nato #ukraine #standwithukraine,2023-08-07 17:51:53.756878,2023-08-07,17,2023-08,Monday,India,India,"#nato, #ukraine, #standwithukraine",Negative,-0.5289,9,43
NATO should do more to support Ukraine. Stop the war now! #NATO #Ukraine #StandWithUkraine #UkraineWar,nato should do more to support ukraine stop the war now #nato #ukraine #standwithukraine #ukrainewar,2023-08-07 22:14:49.644822,2023-08-07,22,2023-08,Monday,Russia,Russia,"#nato, #ukraine, #standwithukraine, #ukrainewar",Negative,-0.5289,57,273
Israel's response is disproportionate. Too many civilian casualties. #Gaza #Gaza,israels response is disproportionate too many civilian casualties #gaza #gaza,2023-08-08 02:37:45.532766,2023-08-08,2,2023-08,Tuesday,Italy,Other,"#gaza, #gaza",Neutral,0.0,56,154
Media coverage of the war has been intense this week. #Conflict #UN,media coverage of the war has been intense this week #conflict #un,2023-08-08 07:00:41.420710,2023-08-08,7,2023-08,Tuesday,,Other,"#conflict, #un",Negative,-0.7096,78,25
Civilian casualties in Mariupol rising. This is a humanitarian crisis. #Ukraine #Ukraine,civilian casualties in mariupol rising this is a humanitarian crisis #ukraine #ukraine,2023-08-08 11:23:37.308654,2023-08-08,11,2023-08,Tuesday,Canada,Other,"#ukraine, #ukraine",Negative,-0.6249,4,51
Moscow protests against the war — brave Russians standing up. #AntiWar #PeaceNotWar,moscow protests against the war brave russians standing up #antiwar #peacenotwar,2023-08-08 15:46:33.196598,2023-08-08,15,2023-08,Tuesday,Australia,Australia,"#antiwar, #peacenotwar",Negative,-0.34,20,155
Moscow protests against the war — brave Russians standing up. #AntiWar #PeaceNotWar #Sanctions,moscow protests against the war brave russians standing up #antiwar #peacenotwar #sanctions,2023-08-08 20:09:29.084542,2023-08-08,20,2023-08,Tuesday,Palestine,Palestine,"#antiwar, #peacenotwar, #sanctions",Negative,-0.34,1,144
NATO should do more to support Ukraine. Stop the war now! #NATO #Ukraine #SlavaUkraini #StopRussia,nato should do more to support ukraine stop the war now #nato #ukraine #slavaukraini #stoprussia,2023-08-09 00:32:24.972486,2023-08-09,0,2023-08,Wednesday,Netherlands,Other,"#nato, #ukraine, #slavaukraini, #stoprussia",Negative,-0.5289,103,10
Israel's response is disproportionate. Too many civilian casualties. #Gaza #GazaUnderAttack #Hamas,israels response is disproportionate too many civilian casualties #gaza #gazaunderattack #hamas,2023-08-09 04:55:20.860430,2023-08-09,4,2023-08,Wednesday,Germany,Germany,"#gaza, #gazaunderattack, #hamas",Neutral,0.0,154,305
Refugees fleeing Ukraine into Poland and Romania. Heartbreaking scenes. #UkraineWar,refugees fleeing ukraine into poland and romania heartbreaking scenes #ukrainewar,2023-08-09 09:18:16.748374,2023-08-09,9,2023-08,Wednesday,,Other,#ukrainewar,Negative,-0.4588,88,53
The truth about Donbas is more complex than media shows. #RussiaUkraine #Sanctions #Putin,the truth about donbas is more complex than media shows #russiaukraine #sanctions #putin,2023-08-09 13:41:12.636318,2023-08-09,13,2023-08,Wednesday,United States,USA,"#russiaukraine, #sanctions, #putin",Positive,0.3182,5,67
The destruction in Kyiv is heartbreaking. We stand with Ukraine #StopRussia #UkraineWar,the destruction in kyiv is heartbreaking we stand with ukraine #stoprussia #ukrainewar,2023-08-09 18:04:08.524262,2023-08-09,18,2023-08,Wednesday,United Kingdom,UK,"#stoprussia, #ukrainewar",Negative,-0.7717,85,183
Russian military performance worse than expected. #Ukraine #Russia #RussiaUkraine #Russia,russian military performance worse than expected #ukraine #russia #russiaukraine #russia,2023-08-09 22:27:04.412206,2023-08-09,22,2023-08,Wednesday,Russia,Russia,"#ukraine, #russia, #russiaukraine, #russia",Negative,-0.4767,4,149
Ukrainian army showing incredible resistance! Proud of their bravery. #SlavaUkraini #SlavaUkraini #Ukraine,ukrainian army showing incredible resistance proud of their bravery #slavaukraini #slavaukraini #ukraine,2023-08-10 02:50:00.300150,2023-08-10,2,2023-08,Thursday,,Other,"#slavaukraini, #slavaukraini, #ukraine",Positive,0.7827,153,6
We stand with the Israeli people after the October 7 attacks. #Israel #IsraelHamasWar #Gaza,we stand with the israeli people after the october attacks #israel #israelhamaswar #gaza,2023-08-10 07:12:56.188094,2023-08-10,7,2023-08,Thursday,,Other,"#israel, #israelhamaswar, #gaza",Negative,-0.4404,14,65
Israel's response is disproportionate. Too many civilian casualties. #Gaza #Hamas #IsraelHamasWar,israels response is disproportionate too many civilian casualties #gaza #hamas #israelhamaswar,2023-08-10 11:35:52.076038,2023-08-10,11,2023-08,Thursday,Canada,Other,"#gaza, #hamas, #israelhamaswar",Neutral,0.0,4,142
Zelensky's speech was powerful and moving. Ukraine will not fall. #Ukraine #Ukraine #StandWithUkraine,zelenskys speech was powerful and moving ukraine will not fall #ukraine #ukraine #standwithukraine,2023-08-10 15:58:47.963981,2023-08-10,15,2023-08,Thursday,Russia,Russia,"#ukraine, #ukraine, #standwithukraine",Positive,0.4215,67,414
Sanctions on Russia will hurt ordinary people most. Not fair. #PeaceNotWar #Putin,sanctions on russia will hurt ordinary people most not fair #peacenotwar #putin,2023-08-10 20:21:43.851925,2023-08-10,20,2023-08,Thursday,Israel,Israel,"#peacenotwar, #putin",Negative,-0.6849,36,80
Propaganda from both sides. Hard to know the truth about #UkraineWar #PeaceNotWar #Sanctions,propaganda from both sides hard to know the truth about #ukrainewar #peacenotwar #sanctions,2023-08-11 00:44:39.739869,2023-08-11,0,2023-08,Friday,Germany,Germany,"#ukrainewar, #peacenotwar, #sanctions",Neutral,-0.0258,48,126
International community must act to stop the bloodshed. #Palestine #Israel #Gaza,international community must act to stop the bloodshed #palestine #israel #gaza,2023-08-11 05:07:35.627813,2023-08-11,5,2023-08,Friday,United States,USA,"#palestine, #israel, #gaza",Negative,-0.296,0,57
Hamas must release all hostages immediately. #IsraelHamasWar #GazaUnderAttack #Gaza,hamas must release all hostages immediately #israelhamaswar #gazaunderattack #gaza,2023-08-11 09:30:31.515757,2023-08-11,9,2023-08,Friday,Palestine,Palestine,"#israelhamaswar, #gazaunderattack, #gaza",Neutral,0.0,10,16
Russian people are not responsible for Putin's decisions. #PeaceNotWar #Putin #Sanctions,russian people are not responsible for putins decisions #peacenotwar #putin #sanctions,2023-08-11 13:53:27.403701,2023-08-11,13,2023-08,Friday,Australia,Australia,"#peacenotwar, #putin, #sanctions",Negative,-0.2411,2,231
International community must act to stop the bloodshed. #Palestine #GazaUnderAttack,international community must act to stop the bloodshed #palestine #gazaunderattack,2023-08-11 18:16:23.291645,2023-08-11,18,2023-08,Friday,Australia,Australia,"#palestine, #gazaunderattack",Negative,-0.296,111,260
Western media bias against Russia is obvious. Two sides to every story. #Russia,western media bias against russia is obvious two sides to every story #russia,2023-08-11 22:39:19.179589,2023-08-11,22,2023-08,Friday,Palestine,Palestine,#russia,Negative,-0.1027,25,66
We stand with the Israeli people after the October 7 attacks. #Israel #Gaza,we stand with the israeli people after the october attacks #israel #gaza,2023-08-12 03:02:15.067533,2023-08-12,3,2023-08,Saturday,,Other,"#israel, #gaza",Negative,-0.4404,180,19
The destruction in Kyiv is heartbreaking. We stand with Ukraine #StopRussia #Zelensky,the destruction in kyiv is heartbreaking we stand with ukraine #stoprussia #zelensky,2023-08-12 07:25:10.955477,2023-08-12,7,2023-08,Saturday,France,France,"#stoprussia, #zelensky",Negative,-0.7717,139,209
Both Israelis and Palestinians deserve peace and security. #MiddleEast #GazaUnderAttack,both israelis and palestinians deserve peace and security #middleeast #gazaunderattack,2023-08-12 11:48:06.843421,2023-08-12,11,2023-08,Saturday,Russia,Russia,"#middleeast, #gazaunderattack",Positive,0.7096,32,164
The destruction in Kyiv is heartbreaking. We stand with Ukraine #StopRussia #Ukraine,the destruction in kyiv is heartbreaking we stand with ukraine #stoprussia #ukraine,2023-08-12 16:11:02.731365,2023-08-12,16,2023-08,Saturday,Ukraine,Ukraine,"#stoprussia, #ukraine",Negative,-0.7717,17,264
International diplomacy efforts ongoing. Summit scheduled for next week. #UN #Peace,international diplomacy efforts ongoing summit scheduled for next week #un #peace,2023-08-12 20:33:58.619309,2023-08-12,20,2023-08,Saturday,France,France,"#un, #peace",Positive,0.5423,21,141
International community must act to stop the bloodshed. #Palestine #CeasefireNow #Hamas,international community must act to stop the bloodshed #palestine #ceasefirenow #hamas,2023-08-13 00:56:54.507253,2023-08-13,0,2023-08,Sunday,Italy,Other,"#palestine, #ceasefirenow, #hamas",Negative,-0.296,253,156
Refugees welcome. We must help people fleeing conflict. #Peace,refugees welcome we must help people fleeing conflict #peace,2023-08-13 05:19:50.395197,2023-08-13,5,2023-08,Sunday,Netherlands,Other,#peace,Positive,0.7845,14,55
Zelensky's speech was powerful and moving. Ukraine will not fall. #Ukraine #UkraineWar,zelenskys speech was powerful and moving ukraine will not fall #ukraine #ukrainewar,2023-08-13 09:42:46.283141,2023-08-13,9,2023-08,Sunday,Germany,Germany,"#ukraine, #ukrainewar",Positive,0.4215,23,66
Propaganda from both sides. Hard to know the truth about #UkraineWar #Russia,propaganda from both sides hard to know the truth about #ukrainewar #russia,2023-08-13 14:05:42.171085,2023-08-13,14,2023-08,Sunday,Italy,Other,"#ukrainewar, #russia",Neutral,-0.0258,91,137
The destruction in Kyiv is heartbreaking. We stand with Ukraine #StopRussia #NATO,the destruction in kyiv is heartbreaking we stand with ukraine #stoprussia #nato,2023-08-13 18:28:38.059029,2023-08-13,18,2023-08,Sunday,United States,USA,"#stoprussia, #nato",Negative,-0.7717,59,176
Prayers for the people of Ukraine. This war must end. #StandWithUkraine #Ukraine #SlavaUkraini,prayers for the people of ukraine this war must end #standwithukraine #ukraine #slavaukraini,2023-08-13 22:51:33.946973,2023-08-13,22,2023-08,Sunday,Turkey,Turkey,"#standwithukraine, #ukraine, #slavaukraini",Negative,-0.6833,1,191
The humanitarian crisis in Gaza is getting worse every day. #GazaUnderAttack #Hamas #IsraelHamasWar,the humanitarian crisis in gaza is getting worse every day #gazaunderattack #hamas #israelhamaswar,2023-08-14 03:14:29.834917,2023-08-14,3,2023-08,Monday,,Other,"#gazaunderattack, #hamas, #israelhamaswar",Negative,-0.802,12,8
Moscow protests against the war — brave Russians standing up. #AntiWar #Putin #Sanctions,moscow protests against the war brave russians standing up #antiwar #putin #sanctions,2023-08-14 07:37:25.722861,2023-08-14,7,2023-08,Monday,,Other,"#antiwar, #putin, #sanctions",Negative,-0.34,3,35
Praying for peace in Gaza. Too many innocent lives lost. #Gaza #Palestine #Palestine,praying for peace in gaza too many innocent lives lost #gaza #palestine #palestine,2023-08-14 12:00:21.610805,2023-08-14,12,2023-08,Monday,Palestine,Palestine,"#gaza, #palestine, #palestine",Positive,0.7269,39,161
We stand with the Israeli people after the October 7 attacks. #Israel #CeasefireNow,we stand with the israeli people after the october attacks #israel #ceasefirenow,2023-08-14 16:23:17.498749,2023-08-14,16,2023-08,Monday,Germany,Germany,"#israel, #ceasefirenow",Negative,-0.4404,43,8
Ceasefire needed NOW in Gaza. Children are dying. #CeasefireNow #Palestine #IsraelHamasWar,ceasefire needed now in gaza children are dying #ceasefirenow #palestine #israelhamaswar,2023-08-14 20:46:13.386693,2023-08-14,20,2023-08,Monday,Russia,Russia,"#ceasefirenow, #palestine, #israelhamaswar",Neutral,0.0,27,48
Zelensky's speech was powerful and moving. Ukraine will not fall. #Ukraine #Zelensky,zelenskys speech was powerful and moving ukraine will not fall #ukraine #zelensky,2023-08-15 01:09:09.274637,2023-08-15,1,2023-08,Tuesday,Palestine,Palestine,"#ukraine, #zelensky",Positive,0.4215,117,63
Refugees welcome. We must help people fleeing conflict. #War,refugees welcome we must help people fleeing conflict #war,2023-08-15 05:32:05.162581,2023-08-15,5,2023-08,Tuesday,Netherlands,Other,#war,Negative,-0.128,25,102
Propaganda from both sides. Hard to know the truth about #UkraineWar #Russia #RussiaUkraine,propaganda from both sides hard to know the truth about #ukrainewar #russia #russiaukraine,2023-08-15 09:55:01.050525,2023-08-15,9,2023-08,Tuesday,United Kingdom,UK,"#ukrainewar, #russia, #russiaukraine",Neutral,-0.0258,1,101
Russian propaganda is everywhere online. Stay critical. #InfoWar #SlavaUkraini,russian propaganda is everywhere online stay critical #infowar #slavaukraini,2023-08-15 14:17:56.938469,2023-08-15,14,2023-08,Tuesday,Palestine,Palestine,"#infowar, #slavaukraini",Negative,-0.5106,39,59
Russian forces advancing near Kharkiv. The world watches in horror. #UkraineWar #Zelensky #StopRussia,russian forces advancing near kharkiv the world watches in horror #ukrainewar #zelensky #stoprussia,2023-08-15 18:40:52.826413,2023-08-15,18,2023-08,Tuesday,Netherlands,Other,"#ukrainewar, #zelensky, #stoprussia",Negative,-0.5719,29,126
International community must act to stop the bloodshed. #Palestine #CeasefireNow #Gaza,international community must act to stop the bloodshed #palestine #ceasefirenow #gaza,2023-08-15 23:03:48.714357,2023-08-15,23,2023-08,Tuesday,,Other,"#palestine, #ceasefirenow, #gaza",Negative,-0.296,56,77
NATO should do more to support Ukraine. Stop the war now! #NATO #Ukraine #StandWithUkraine #StopRussia,nato should do more to support ukraine stop the war now #nato #ukraine #standwithukraine #stoprussia,2023-08-16 03:26:44.602301,2023-08-16,3,2023-08,Wednesday,Palestine,Palestine,"#nato, #ukraine, #standwithukraine, #stoprussia",Negative,-0.5289,98,144
Sanctions on Russia will hurt ordinary people most. Not fair. #Putin #Sanctions,sanctions on russia will hurt ordinary people most not fair #putin #sanctions,2023-08-16 07:49:40.490245,2023-08-16,7,2023-08,Wednesday,Palestine,Palestine,"#putin, #sanctions",Negative,-0.6849,54,290
Western media bias against Russia is obvious. Two sides to every story. #Russia,western media bias against russia is obvious two sides to every story #russia,2023-08-16 12:12:36.378189,2023-08-16,12,2023-08,Wednesday,Italy,Other,#russia,Negative,-0.1027,18,131
The humanitarian crisis in Gaza is getting worse every day. #GazaUnderAttack #Hamas,the humanitarian crisis in gaza is getting worse every day #gazaunderattack #hamas,2023-08-16 16:35:32.266133,2023-08-16,16,2023-08,Wednesday,France,France,"#gazaunderattack, #hamas",Negative,-0.802,121,324
Propaganda from both sides. Hard to know the truth about #UkraineWar #Russia #RussiaUkraine,propaganda from both sides hard to know the truth about #ukrainewar #russia #russiaukraine,2023-08-16 20:58:28.154077,2023-08-16,20,2023-08,Wednesday,,Other,"#ukrainewar, #russia, #russiaukraine",Neutral,-0.0258,91,89
Russian forces advancing near Kharkiv. The world watches in horror. #UkraineWar #UkraineWar #SlavaUkraini,russian forces advancing near kharkiv the world watches in horror #ukrainewar #ukrainewar #slavaukraini,2023-08-17 01:21:24.042021,2023-08-17,1,2023-08,Thursday,Palestine,Palestine,"#ukrainewar, #ukrainewar, #slavaukraini",Negative,-0.5719,72,22
Russia has legitimate security concerns. NATO expansion threatens peace. #Russia #PeaceNotWar #Putin,russia has legitimate security concerns nato expansion threatens peace #russia #peacenotwar #putin,2023-08-17 05:44:19.929964,2023-08-17,5,2023-08,Thursday,Palestine,Palestine,"#russia, #peacenotwar, #putin",Positive,0.5106,31,73
International diplomacy efforts ongoing. Summit scheduled for next week. #UN,international diplomacy efforts ongoing summit scheduled for next week #un,2023-08-17 10:07:15.817908,2023-08-17,10,2023-08,Thursday,Poland,Poland,#un,Neutral,0.0,34,109
Refugees fleeing Ukraine into Poland and Romania. Heartbreaking scenes. #Ukraine #SlavaUkraini,refugees fleeing ukraine into poland and romania heartbreaking scenes #ukraine #slavaukraini,2023-08-17 14:30:11.705852,2023-08-17,14,2023-08,Thursday,Turkey,Turkey,"#ukraine, #slavaukraini",Negative,-0.4588,65,86
Aid must reach Gaza immediately. People are starving. #GazaAid #Hamas,aid must reach gaza immediately people are starving #gazaaid #hamas,2023-08-17 18:53:07.593796,2023-08-17,18,2023-08,Thursday,,Other,"#gazaaid, #hamas",Negative,-0.4019,14,156
More weapons needed for Ukraine to defend itself. #UkraineSupport #Ukraine,more weapons needed for ukraine to defend itself #ukrainesupport #ukraine,2023-08-17 23:16:03.481740,2023-08-17,23,2023-08,Thursday,Poland,Poland,"#ukrainesupport, #ukraine",Negative,-0.4927,45,1
Supporting Ukraine but not blindly. Need peace negotiations now. #Russia #Sanctions #Putin,supporting ukraine but not blindly need peace negotiations now #russia #sanctions #putin,2023-08-18 03:38:59.369684,2023-08-18,3,2023-08,Friday,Israel,Israel,"#russia, #sanctions, #putin",Negative,-0.4263,3,192
The destruction in Kyiv is heartbreaking. We stand with Ukraine #StopRussia #Ukraine #UkraineWar,the destruction in kyiv is heartbreaking we stand with ukraine #stoprussia #ukraine #ukrainewar,2023-08-18 08:01:55.257628,2023-08-18,8,2023-08,Friday,Poland,Poland,"#stoprussia, #ukraine, #ukrainewar",Negative,-0.7717,105,8
More weapons needed for Ukraine to defend itself. #UkraineSupport #SlavaUkraini #Zelensky,more weapons needed for ukraine to defend itself #ukrainesupport #slavaukraini #zelensky,2023-08-18 12:24:51.145572,2023-08-18,12,2023-08,Friday,United States,USA,"#ukrainesupport, #slavaukraini, #zelensky",Negative,-0.4927,15,8
Russian people are not responsible for Putin's decisions. #PeaceNotWar #Sanctions,russian people are not responsible for putins decisions #peacenotwar #sanctions,2023-08-18 16:47:47.033516,2023-08-18,16,2023-08,Friday,Israel,Israel,"#peacenotwar, #sanctions",Negative,-0.2411,53,45
Israel has the right to defend itself against Hamas attacks. #Israel #GazaUnderAttack #CeasefireNow,israel has the right to defend itself against hamas attacks #israel #gazaunderattack #ceasefirenow,2023-08-18 21:10:42.921460,2023-08-18,21,2023-08,Friday,Netherlands,Other,"#israel, #gazaunderattack, #ceasefirenow",Negative,-0.4404,19,11
Economic impact of the war being felt worldwide. #UN,economic impact of the war being felt worldwide #un,2023-08-19 01:33:38.809404,2023-08-19,1,2023-08,Saturday,United States,USA,#un,Negative,-0.5994,9,120
Russia's economy under massive pressure from sanctions. #RussiaUkraine #Russia #RussiaUkraine,russias economy under massive pressure from sanctions #russiaukraine #russia #russiaukraine,2023-08-19 05:56:34.697348,2023-08-19,5,2023-08,Saturday,Canada,Other,"#russiaukraine, #russia, #russiaukraine",Negative,-0.296,74,79
NATO should do more to support Ukraine. Stop the war now! #NATO #Ukraine #StopRussia,nato should do more to support ukraine stop the war now #nato #ukraine #stoprussia,2023-08-19 10:19:30.585292,2023-08-19,10,2023-08,Saturday,Israel,Israel,"#nato, #ukraine, #stoprussia",Negative,-0.5289,4,128
More weapons needed for Ukraine to defend itself. #UkraineSupport #NATO #SlavaUkraini,more weapons needed for ukraine to defend itself #ukrainesupport #nato #slavaukraini,2023-08-19 14:42:26.473236,2023-08-19,14,2023-08,Saturday,Turkey,Turkey,"#ukrainesupport, #nato, #slavaukraini",Negative,-0.4927,40,126
Refugees fleeing Ukraine into Poland and Romania. Heartbreaking scenes. #StandWithUkraine,refugees fleeing ukraine into poland and romania heartbreaking scenes #standwithukraine,2023-08-19 19:05:22.361180,2023-08-19,19,2023-08,Saturday,Netherlands,Other,#standwithukraine,Negative,-0.4588,2,62
Praying for peace in Gaza. Too many innocent lives lost. #Gaza #Palestine #Palestine,praying for peace in gaza too many innocent lives lost #gaza #palestine #palestine,2023-08-19 23:28:18.249124,2023-08-19,23,2023-08,Saturday,United Kingdom,UK,"#gaza, #palestine, #palestine",Positive,0.7269,45,76
Ceasefire needed NOW in Gaza. Children are dying. #CeasefireNow #GazaUnderAttack,ceasefire needed now in gaza children are dying #ceasefirenow #gazaunderattack,2023-08-20 03:51:14.137068,2023-08-20,3,2023-08,Sunday,Turkey,Turkey,"#ceasefirenow, #gazaunderattack",Neutral,0.0,34,44
Moscow protests against the war — brave Russians standing up. #AntiWar #Sanctions,moscow protests against the war brave russians standing up #antiwar #sanctions,2023-08-20 08:14:10.025012,2023-08-20,8,2023-08,Sunday,Netherlands,Other,"#antiwar, #sanctions",Negative,-0.34,13,273
Aid must reach Gaza immediately. People are starving. #GazaAid #GazaUnderAttack,aid must reach gaza immediately people are starving #gazaaid #gazaunderattack,2023-08-20 12:37:05.912956,2023-08-20,12,2023-08,Sunday,Poland,Poland,"#gazaaid, #gazaunderattack",Negative,-0.4019,0,144
Ceasefire needed NOW in Gaza. Children are dying. #CeasefireNow #Israel #CeasefireNow,ceasefire needed now in gaza children are dying #ceasefirenow #israel #ceasefirenow,2023-08-20 17:00:01.800900,2023-08-20,17,2023-08,Sunday,,Other,"#ceasefirenow, #israel, #ceasefirenow",Neutral,0.0,74,108
Both Israelis and Palestinians deserve peace and security. #MiddleEast #Hamas,both israelis and palestinians deserve peace and security #middleeast #hamas,2023-08-20 21:22:57.688844,2023-08-20,21,2023-08,Sunday,Germany,Germany,"#middleeast, #hamas",Positive,0.7096,8,153
